customer_id;checking;savings;money_market;cd;credit_card;personal_loan;auto_loan;mortgage;heloc;student_loan;investment_account;life_insurance
C100495;1;0;0;0;0;1;0;0;0;0;0;0
C100496;1;1;0;0;1;0;0;1;1;0;0;0
C100497;1;1;0;0;0;0;0;0;0;0;0;0
C100498;1;0;0;0;0;0;0;0;0;0;1;0
C100499;1;1;0;0;0;0;0;0;0;0;1;0
C100500;1;0;0;0;0;0;0;0;0;0;0;0
C100501;1;0;0;0;1;0;1;0;0;0;0;0
C100502;0;0;0;0;1;0;0;0;0;0;0;0
C100503;1;1;0;0;0;0;0;0;0;0;0;0
C100504;1;1;0;0;0;1;1;0;0;0;0;1
C100505;1;0;0;0;0;0;1;0;0;0;0;1
C100506;0;1;0;1;1;0;0;0;0;0;0;1
C100507;1;1;0;0;0;0;0;0;0;0;0;0
C100508;1;1;0;0;1;0;0;0;0;0;0;1
C100509;1;1;0;0;0;0;0;0;0;0;0;1
C100510;1;1;0;0;1;0;1;0;0;0;0;0
C100511;1;1;0;1;0;0;0;1;1;0;0;1
C100512;1;1;0;0;1;1;0;0;0;0;0;0
C100513;1;0;0;0;1;0;0;0;0;0;0;0
C100514;1;1;0;0;0;0;0;0;0;1;0;1
C100515;1;0;0;0;0;0;0;1;1;0;0;0
C100516;1;1;0;0;0;0;0;1;1;1;0;0
C100517;1;0;0;0;0;0;1;0;0;0;0;0
C100518;1;1;1;0;0;0;0;0;0;0;0;0
C100519;1;0;0;0;1;0;0;0;0;0;1;1
C100520;0;1;0;0;1;0;0;1;0;0;0;0
C100521;1;0;0;0;0;0;0;0;0;0;0;0
C100522;1;1;0;0;1;0;1;0;0;0;1;0
C100523;1;0;0;0;0;0;1;1;1;0;0;1
C100524;1;0;0;0;0;0;0;0;0;0;0;0
C100525;1;1;0;0;0;0;0;0;0;0;0;0
C100526;1;1;0;0;0;1;0;1;0;0;1;0
C100527;1;0;0;0;0;0;0;0;0;0;1;0
C100528;1;1;0;0;0;0;0;0;0;0;0;0
C100529;1;0;0;0;1;0;0;1;0;0;0;0
C100530;1;1;1;0;0;0;0;1;1;1;0;0
C100531;1;1;0;0;1;0;0;1;1;0;0;0
C100532;1;0;0;0;0;0;0;0;0;0;0;0
C100533;1;0;0;0;1;0;1;0;0;0;0;0
C100534;1;0;1;0;1;0;1;0;0;0;0;1
C100535;1;1;0;0;1;0;0;0;0;0;0;0
C100536;1;1;0;1;0;0;0;0;0;0;0;1
C100537;1;1;0;1;0;0;0;0;0;0;0;0
C100538;1;1;1;0;1;0;0;1;0;0;0;0
C100539;1;1;0;0;0;0;0;0;0;0;0;0
C100540;1;1;0;1;1;0;0;0;0;1;0;0
C100541;1;1;0;1;0;0;0;0;0;0;0;0
C100542;1;1;0;0;0;0;0;1;0;0;0;1
C100543;1;1;0;0;0;1;0;1;1;0;0;1
C100544;1;1;0;0;0;0;1;0;0;0;0;0
C100545;1;0;0;0;1;0;0;0;0;0;0;1
C100546;1;1;1;0;0;0;0;0;0;1;0;0
C100547;1;1;0;0;1;0;0;0;1;0;0;0
C100548;1;1;1;1;1;0;0;0;0;0;0;1
C100549;1;1;1;1;0;1;0;0;1;0;1;1
C100550;1;1;0;0;1;0;1;1;1;0;1;0
C100551;1;1;0;0;0;0;0;0;0;0;0;0
C100552;1;1;1;1;0;0;0;0;0;0;0;0
C100553;1;0;0;0;1;0;0;0;0;1;0;1
C100554;1;1;1;1;1;0;0;0;0;0;0;0
C100555;1;1;1;0;1;0;0;0;0;0;1;0
C100556;1;1;1;0;0;1;1;0;0;0;0;0
C100557;1;1;0;0;0;0;0;1;1;0;1;1
C100558;1;0;0;0;1;0;0;1;0;0;1;0
C100559;1;1;1;1;1;0;0;0;0;0;0;0
C100560;1;1;0;0;0;0;0;0;0;0;0;0
C100561;0;1;0;1;0;0;0;0;0;0;1;0
C100562;1;1;0;0;1;0;1;0;0;0;1;0
C100563;1;1;0;1;1;0;0;0;0;0;0;0
C100564;1;1;1;0;0;0;0;0;0;0;0;0
C100565;1;1;0;0;1;0;0;0;0;0;0;0
C100566;1;1;0;0;1;0;0;0;0;0;0;0
C100567;1;1;0;1;0;0;0;0;0;0;1;0
C100568;1;1;0;0;0;0;0;1;0;0;0;1
C100569;1;1;0;0;1;0;1;0;0;0;0;0
C100570;1;1;1;0;1;1;1;0;0;0;0;0
C100571;1;0;0;0;1;0;1;0;0;0;0;0
C100572;1;1;1;1;1;0;0;0;0;0;0;0
C100573;1;0;0;0;0;0;1;1;1;0;0;0
C100574;1;1;0;0;1;1;0;0;0;0;0;1
C100575;1;1;0;0;0;0;0;0;0;0;1;0
C100576;1;1;0;0;0;1;0;0;0;0;0;0
C100577;1;1;0;0;1;0;0;1;1;0;1;1
C100578;1;1;0;0;1;0;0;1;0;0;0;0
C100579;1;1;0;0;0;1;0;0;0;0;0;0
C100580;1;1;0;0;0;0;0;0;1;0;0;0
C100581;1;0;0;0;0;1;0;0;0;0;0;0
C100582;1;1;0;0;1;0;0;0;0;1;0;1
C100583;1;1;0;0;0;1;0;0;0;1;0;0
C100584;1;1;0;0;0;0;0;0;0;0;0;1
C100585;1;1;0;1;0;1;0;0;0;1;0;0
C100586;1;1;0;1;1;0;0;0;0;0;1;0
C100587;1;1;1;1;0;0;0;0;0;0;1;0
C100588;1;0;0;0;0;0;0;0;0;0;0;0
C100589;1;1;0;0;1;1;0;1;1;0;1;0
C100590;1;1;0;0;0;0;0;0;0;1;1;0
C100591;1;1;0;0;1;0;0;0;0;0;0;0
C100592;1;0;0;0;1;0;0;0;0;0;0;1
C100593;1;1;0;1;1;0;0;0;0;0;0;0
C100594;1;1;0;0;0;0;0;0;0;0;0;0
C100595;1;1;0;0;1;0;1;0;0;0;0;1
C100596;1;1;0;0;0;0;0;1;1;0;1;1
C100597;1;1;1;0;0;0;0;0;0;0;0;0
C100598;1;1;1;0;1;0;0;0;0;0;0;0
C100599;1;1;0;1;0;1;0;0;0;0;0;0
C100600;1;1;0;1;0;1;0;0;0;0;0;0
C100601;1;0;0;0;0;0;0;1;0;0;0;1
C100602;1;1;1;0;0;0;0;0;0;0;1;1
C100603;1;0;0;0;0;0;0;0;0;0;0;0
C100604;1;1;0;0;1;0;0;0;0;0;1;0
C100605;1;1;0;0;0;1;0;0;0;0;0;0
C100606;1;1;1;0;1;0;1;0;0;0;0;0
C100607;1;1;0;0;0;0;0;0;0;0;0;0
C100608;1;0;0;0;1;0;0;0;0;0;1;0
C100609;1;0;0;0;0;0;0;1;0;0;0;0
C100610;1;1;0;1;0;0;0;0;0;1;0;0
C100611;1;1;0;0;0;0;0;0;1;0;0;0
C100612;1;1;0;0;1;0;0;1;1;0;0;0
C100613;1;0;0;0;1;0;0;0;0;0;0;1
C100614;1;0;0;0;0;0;0;0;0;0;0;1
C100615;1;1;0;0;0;0;0;1;1;0;0;0
C100616;1;1;1;0;1;0;0;0;0;0;1;0
C100617;1;1;0;1;0;0;1;0;0;1;1;0
C100618;1;1;0;1;0;1;0;0;0;0;0;1
C100619;1;1;0;1;1;0;1;0;0;0;0;0
C100620;1;1;0;1;0;0;1;1;1;0;1;0
C100621;1;1;0;0;0;0;0;0;1;0;0;0
C100622;1;0;0;0;1;0;0;0;1;0;1;0
C100623;1;0;0;0;1;0;0;0;0;0;0;0
C100624;1;1;0;0;0;0;0;0;0;0;0;1
C100625;1;1;0;0;0;0;0;1;1;0;0;1
C100626;1;1;1;0;1;0;0;0;0;0;0;1
C100627;1;1;0;0;0;0;0;0;0;0;0;0
C100628;1;1;0;0;0;0;0;0;0;0;1;1
C100629;1;1;1;0;0;0;0;0;0;0;0;0
C100630;1;1;0;0;1;0;0;0;0;0;1;0
C100631;1;1;1;0;0;0;0;1;0;0;0;1
C100632;1;1;1;0;0;0;1;1;0;0;1;0
C100633;1;1;0;1;1;0;1;0;0;0;0;1
C100634;1;1;0;1;1;0;1;0;0;0;0;0
C100635;1;1;0;1;0;0;1;0;0;0;0;0
C100636;1;0;0;0;0;0;0;0;0;0;0;1
C100637;1;1;1;1;1;0;1;0;1;0;0;0
C100638;1;1;1;0;0;1;1;0;0;0;0;0
C100639;1;0;0;0;1;0;0;0;0;0;0;0
C100640;1;0;0;0;0;1;1;0;0;0;0;0
C100641;1;1;0;0;0;0;1;0;1;0;0;0
C100642;1;0;0;0;0;0;0;0;0;0;0;0
C100643;1;1;0;0;1;0;0;0;0;0;0;1
C100644;1;1;0;0;0;0;1;1;1;1;0;1
C100645;1;1;0;0;1;0;0;0;0;1;1;1
C100646;1;0;0;0;1;0;0;0;0;0;1;0
C100647;1;0;0;0;0;0;1;0;0;0;1;0
C100648;1;1;0;0;0;0;0;0;0;0;1;0
C100649;1;1;0;1;1;0;0;0;0;1;0;0
C100650;1;1;0;0;0;0;0;0;0;0;0;0
C100651;1;1;0;0;0;0;0;1;0;1;0;0
C100652;1;1;0;1;1;0;1;0;0;0;0;0
C100653;1;1;0;0;0;1;0;0;0;0;0;0
C100654;1;1;0;0;0;0;0;0;0;0;0;0
C100655;1;0;0;0;0;0;0;0;0;0;0;0
C100656;1;0;0;0;0;0;1;1;1;0;0;1
C100657;1;1;0;0;0;1;0;0;0;0;1;0
C100658;1;0;0;0;1;0;0;0;0;1;0;0
C100659;1;1;0;0;0;0;0;0;0;0;0;1
C100660;1;1;0;0;0;0;1;1;1;0;0;1
C100661;1;1;0;0;1;0;0;0;0;0;0;1
C100662;1;1;1;0;0;0;0;1;1;0;0;0
C100663;1;1;0;0;0;0;0;0;0;0;0;0
C100664;1;1;0;0;0;0;0;0;0;0;0;0
C100665;1;1;0;0;1;0;0;0;0;1;1;0
C100666;1;1;0;0;1;1;0;0;0;0;0;0
C100667;1;1;0;0;0;0;0;0;0;0;0;0
C100668;1;0;0;0;1;0;0;0;0;0;0;0
C100669;1;1;0;1;0;0;0;0;1;0;0;0
C100670;1;1;0;0;1;1;1;0;1;0;0;0
C100671;1;1;0;1;1;0;0;0;0;0;0;0
C100672;1;1;0;0;1;0;0;0;0;0;0;0
C100673;1;1;0;0;1;1;0;1;1;0;1;0
C100674;1;1;1;1;0;0;0;1;1;0;0;1
C100675;1;1;0;0;0;0;0;0;0;1;0;1
C100676;1;1;0;0;1;0;0;0;0;0;0;0
C100677;1;1;0;0;1;1;1;0;0;1;0;0
C100678;1;1;0;0;0;0;0;1;0;0;0;0
C100679;1;1;0;0;1;0;1;0;0;0;1;0
C100680;1;0;0;0;0;0;0;0;0;0;0;0
C100681;1;1;0;1;0;0;0;0;0;0;0;1
C100682;1;1;0;0;0;0;0;0;0;0;0;1
C100683;1;1;0;0;0;0;0;1;1;0;0;1
C100684;1;1;1;0;0;1;1;0;0;0;0;0
C100685;1;1;0;0;0;0;1;1;1;0;0;0
C100686;1;1;0;0;1;0;0;0;0;0;0;0
C100687;1;0;0;0;1;0;0;0;0;0;0;0
C100688;1;0;0;0;1;0;0;0;0;0;0;0
C100689;1;1;0;1;0;1;0;0;0;0;0;0
C100690;1;0;0;0;0;0;0;0;0;0;0;0
C100691;1;1;0;1;0;0;0;0;0;0;0;0
C100692;1;1;0;0;1;0;0;0;0;0;0;1
C100693;1;1;1;0;0;0;0;1;0;0;1;1
C100694;1;1;0;0;1;0;0;0;0;0;0;0
C100695;1;1;0;0;1;0;0;0;0;0;1;1
C100696;1;1;0;0;0;0;1;0;0;0;0;0
C100697;1;1;0;0;1;0;0;1;1;0;0;1
C100698;1;0;0;0;0;0;0;0;0;0;1;0
C100699;1;1;0;0;1;0;0;0;0;1;0;0
C100700;1;1;1;0;0;0;0;0;0;0;0;0
C100701;1;1;0;0;0;0;1;0;0;0;1;0
C100702;1;0;0;0;0;0;1;0;0;0;0;0
C100703;1;0;1;0;0;0;0;0;0;0;0;0
C100704;1;1;0;0;0;0;0;0;0;1;0;0
C100705;1;1;0;0;0;0;0;0;1;0;0;0
C100706;1;1;0;1;0;0;0;0;1;0;1;0
C100707;1;0;0;0;1;0;0;0;0;1;1;0
C100708;1;1;0;0;0;0;0;0;0;0;0;0
C100709;1;1;0;0;1;0;0;1;1;0;0;0
C100710;1;0;0;0;1;0;0;0;0;0;0;0
C100711;1;1;0;0;0;1;0;0;1;0;0;1
C100712;1;1;0;0;0;0;0;0;0;0;0;0
C100713;1;1;0;0;1;0;1;1;1;0;0;1
C100714;1;0;0;0;0;1;0;0;0;0;0;0
C100715;1;1;0;0;0;0;1;0;0;0;0;0
C100716;1;1;0;1;0;0;0;0;0;0;0;0
C100717;1;1;0;0;1;1;0;0;0;1;0;0
C100718;1;1;1;1;0;0;0;0;0;0;0;0
C100719;1;1;0;0;1;0;0;0;0;0;0;0
C100720;1;1;0;0;0;1;0;0;0;0;0;0
C100721;1;0;0;0;1;0;1;1;1;1;0;0
C100722;1;1;0;0;1;0;1;1;0;0;0;0
C100723;1;1;0;0;0;0;0;0;0;0;1;1
C100724;1;1;0;1;1;1;1;0;0;0;1;1
C100725;1;1;0;1;1;0;0;0;0;0;0;0
C100726;1;0;0;0;1;0;0;0;0;0;0;0
C100727;1;1;0;1;0;0;0;0;0;0;0;0
C100728;1;1;1;0;1;0;0;0;0;1;0;0
C100729;1;1;0;0;0;0;0;0;0;0;0;0
C100730;1;1;0;0;1;1;1;0;0;1;0;1
C100731;1;1;0;0;1;0;1;0;1;0;1;0
C100732;1;1;0;0;1;0;1;1;1;0;0;1
C100733;1;0;0;0;0;0;1;0;0;0;0;0
C100734;1;0;0;0;1;0;1;0;0;0;0;0
C100735;1;1;1;0;1;0;0;1;0;0;1;0
C100736;1;0;0;0;0;0;0;0;1;1;0;0
C100737;1;1;0;1;0;0;0;0;0;0;1;1
C100738;1;1;0;0;1;1;0;0;0;0;0;0
C100739;1;1;0;0;1;0;0;1;1;0;0;1
C100740;1;1;0;0;0;0;0;0;0;0;0;1
C100741;1;1;0;0;1;0;1;0;0;0;0;1
C100742;1;1;0;0;1;0;0;0;0;0;0;0
C100743;1;1;0;0;0;0;1;0;0;0;0;0
C100744;1;1;0;0;0;0;1;0;0;1;0;0
C100745;1;1;0;0;0;0;0;1;0;0;0;0
C100746;1;0;0;0;1;0;0;0;0;0;1;0
C100747;1;1;1;0;1;0;0;0;0;0;0;0
C100748;1;1;0;0;0;0;1;1;0;0;0;0
C100749;1;1;0;0;1;1;0;0;0;0;0;0
C100750;1;1;0;0;0;0;0;1;0;0;0;0
C100751;1;0;0;0;0;0;0;0;0;0;0;1
C100752;1;1;1;0;1;1;0;0;0;1;0;0
C100753;1;1;1;0;0;0;0;0;0;0;0;0
C100754;1;0;0;0;0;1;0;0;1;0;0;0
C100755;1;1;0;1;0;0;0;0;0;0;0;0
C100756;1;1;0;0;1;1;0;0;0;0;0;1
C100757;1;1;1;0;1;0;0;0;0;0;0;1
C100758;1;0;1;0;0;0;0;0;0;0;1;1
C100759;0;0;0;0;1;0;0;1;1;0;0;0
C100760;1;1;1;0;0;0;0;1;0;0;0;0
C100761;1;1;0;0;1;0;0;0;0;0;0;0
C100762;1;1;0;0;0;0;0;0;0;0;0;1
C100763;1;1;0;0;1;1;0;0;0;1;0;0
C100764;1;1;1;0;0;0;1;1;1;0;0;0
C100765;1;1;0;0;1;0;1;0;0;0;0;1
C100766;0;0;1;0;1;0;0;0;0;0;1;0
C100767;1;0;0;0;1;1;0;0;0;0;0;0
C100768;1;1;0;0;0;0;0;0;0;0;0;1
C100769;1;0;0;0;1;0;0;1;0;0;0;0
C100770;1;1;0;0;0;0;1;1;1;1;0;0
C100771;1;1;0;0;0;0;0;0;0;0;0;1
C100772;1;1;0;0;1;0;0;0;0;0;0;0
C100773;1;0;0;0;0;0;1;0;0;0;0;1
C100774;1;0;0;0;1;0;0;0;0;0;0;0
C100775;1;1;0;0;0;0;1;0;0;0;0;1
C100776;1;0;0;0;0;0;0;0;0;0;0;0
C100777;1;1;0;0;1;0;0;0;0;1;1;0
C100778;1;0;0;0;1;1;0;0;0;0;0;0
C100779;1;0;0;0;1;0;0;0;0;0;0;0
C100780;1;1;0;0;0;0;1;0;0;0;1;0
C100781;1;0;0;0;1;0;0;0;0;0;1;1
C100782;1;1;0;0;0;0;0;0;0;0;0;1
C100783;1;1;1;0;0;0;0;0;1;0;0;0
C100784;1;1;0;1;0;0;0;0;0;0;0;1
C100785;1;1;0;0;1;0;0;0;0;0;0;1
C100786;1;0;0;0;0;0;0;0;0;0;0;1
C100787;1;1;0;0;1;0;0;1;1;0;0;0
C100788;1;1;0;0;0;1;0;1;0;0;0;0
C100789;1;0;0;1;1;1;1;0;0;0;0;0
C100790;1;0;0;0;1;0;0;0;0;0;0;0
C100791;1;1;1;0;1;0;0;0;0;0;0;0
C100792;1;0;0;0;0;0;0;0;0;0;0;0
C100793;1;1;0;0;1;0;0;0;0;0;0;0
C100794;1;0;0;1;0;0;0;1;1;0;0;1
C100795;1;1;0;1;1;0;0;0;0;0;1;1
C100796;1;1;0;0;0;0;0;1;0;0;0;1
C100797;1;1;1;0;0;1;0;0;0;0;0;1
C100798;1;1;0;0;0;0;0;0;0;0;0;0
C100799;1;1;0;0;1;0;0;1;1;0;0;0
C100800;1;1;0;0;1;0;0;0;0;0;0;0
C100801;1;1;0;0;1;0;0;0;0;0;0;0
C100802;1;0;0;0;1;0;0;0;0;0;0;0
C100803;1;1;0;0;0;0;0;0;0;0;0;0
C100804;1;1;1;1;0;0;0;0;0;0;0;0
C100805;1;1;0;1;0;1;0;0;0;0;0;0
C100806;1;1;0;0;1;0;0;1;1;0;1;1
C100807;1;0;0;0;0;0;0;0;0;0;0;1
C100808;1;0;0;0;0;0;0;0;0;0;0;0
C100809;1;1;0;0;0;0;1;0;0;0;0;0
C100810;1;1;0;1;1;0;0;0;0;0;0;1
C100811;1;0;1;0;0;0;0;0;0;0;0;0
C100812;1;1;0;0;0;0;0;1;0;0;1;1
C100813;1;0;0;0;0;0;0;1;1;0;0;1
C100814;1;1;0;0;0;0;0;0;0;0;0;0
C100815;1;0;0;1;1;0;1;0;0;0;0;1
C100816;1;1;0;0;1;0;0;1;0;0;0;0
C100817;1;1;0;1;0;0;0;0;0;0;0;0
C100818;1;0;0;0;0;0;0;0;0;0;0;0
C100819;1;1;0;0;1;0;1;0;0;1;1;0
C100820;1;1;0;0;0;1;0;1;1;0;0;1
C100821;1;1;1;0;0;0;0;1;0;0;1;0
C100822;1;1;0;0;0;0;1;0;0;0;0;0
C100823;1;1;0;0;1;1;0;0;0;0;0;0
C100824;1;1;0;0;0;0;0;0;0;1;0;0
C100825;1;1;0;1;0;0;0;0;0;0;1;0
C100826;1;1;0;0;0;0;0;0;0;0;0;0
C100827;1;0;0;0;0;0;0;0;0;1;0;0
C100828;1;1;0;0;0;0;1;1;1;0;0;0
C100829;1;1;0;0;0;1;0;0;0;0;0;1
C100830;1;0;0;0;1;0;0;0;0;0;0;0
C100831;1;1;0;0;0;0;0;0;0;0;0;0
C100832;1;1;0;0;0;0;0;0;0;0;0;0
C100833;1;1;0;0;1;0;0;0;0;0;0;0
C100834;1;1;0;0;0;0;0;0;0;1;0;0
C100835;1;1;0;0;0;0;0;0;1;0;0;0
C100836;1;1;0;0;0;0;1;0;0;0;0;0
C100837;1;1;0;0;1;0;1;0;0;0;1;0
C100838;1;1;0;0;0;0;0;0;0;0;0;0
C100839;1;1;0;0;1;0;1;0;0;0;0;0
C100840;1;1;0;1;1;0;0;0;0;0;0;0
C100841;1;1;0;0;0;0;0;0;1;0;0;0
C100842;1;0;0;0;1;0;0;0;0;0;0;0
C100843;1;1;0;0;0;0;0;1;0;0;0;1
C100844;1;1;0;0;1;0;1;1;0;0;0;1
C100845;1;1;0;0;0;0;1;0;0;0;0;0
C100846;1;1;0;0;1;0;0;0;0;0;1;0
C100847;1;1;1;1;0;0;0;0;0;0;0;0
C100848;1;1;1;1;0;0;0;0;0;0;0;1
C100849;1;0;0;0;0;0;0;0;0;1;0;0
C100850;1;1;0;0;1;0;0;0;0;0;0;0
C100851;1;0;0;0;1;0;0;1;0;0;0;0
C100852;1;1;0;0;0;0;0;0;0;0;0;0
C100853;1;1;0;0;1;0;0;0;0;0;0;0
C100854;1;1;0;0;1;0;0;0;0;0;1;0
C100855;1;1;1;0;0;0;0;1;0;0;1;1
C100856;1;1;0;0;1;0;0;0;0;0;0;0
C100857;1;1;0;0;0;0;1;0;0;0;0;0
C100858;1;1;0;0;0;0;0;0;0;0;0;0
C100859;1;0;0;0;1;1;0;0;0;0;1;0
C100860;0;0;0;0;1;0;1;1;1;0;1;0
C100861;1;1;1;0;1;0;1;0;0;0;0;0
C100862;1;1;0;0;0;0;0;0;0;0;0;1
C100863;1;1;0;0;0;0;0;1;0;0;1;0
C100864;1;1;0;0;1;0;1;0;0;0;1;1
C100865;1;1;0;0;1;1;0;0;0;0;0;1
C100866;1;1;0;0;0;0;0;0;0;0;0;0
C100867;0;1;0;1;0;1;0;0;0;0;0;1
C100868;1;1;0;0;1;0;0;0;0;0;0;0
C100869;1;0;0;1;1;0;1;0;0;0;0;0
C100870;1;1;0;0;1;0;0;0;1;0;0;1
C100871;1;0;0;0;0;0;1;1;1;1;0;1
C100872;0;1;0;1;0;0;0;0;0;0;0;0
C100873;1;1;0;0;1;0;1;0;0;0;0;0
C100874;1;1;0;0;0;0;0;0;0;0;0;0
C100875;1;1;0;1;0;0;1;0;0;0;1;0
C100876;1;1;0;0;0;0;0;0;0;0;0;0
C100877;1;1;0;0;1;0;0;0;0;0;1;0
C100878;1;1;1;0;0;1;1;0;0;0;1;1
C100879;1;1;1;1;0;0;0;0;0;0;0;0
C100880;1;1;0;0;0;0;1;0;1;0;0;0
C100881;1;1;0;0;1;0;0;0;0;0;1;0
C100882;1;1;0;0;1;1;1;0;0;0;0;0
C100883;1;1;0;0;1;0;0;0;0;0;0;0
C100884;1;1;0;0;0;0;0;0;0;0;0;0
C100885;1;1;0;0;1;0;0;0;0;0;0;0
C100886;1;0;0;0;0;0;0;0;0;0;0;0
C100887;1;1;0;1;1;0;0;0;0;0;0;0
C100888;1;0;0;0;1;0;0;0;0;1;0;1
C100889;1;1;0;0;1;0;0;0;0;0;0;0
C100890;1;1;0;0;1;0;0;1;0;0;0;0
C100891;1;1;0;0;1;1;1;0;0;0;0;0
C100892;1;1;1;0;1;0;0;0;0;0;0;1
C100893;1;1;0;0;0;0;0;1;1;0;0;0
C100894;1;0;0;0;0;0;0;0;0;0;0;1
C100895;1;1;0;0;1;0;0;1;0;0;1;0
C100896;0;0;0;0;0;1;1;0;1;0;0;0
C100897;1;1;0;0;1;0;0;0;0;1;0;1
C100898;1;0;0;0;1;0;1;0;0;0;0;0
C100899;1;1;0;0;1;0;1;0;0;0;0;0
C100900;1;1;0;0;0;0;0;0;0;1;0;0
C100901;1;1;0;0;1;0;0;0;0;0;0;0
C100902;1;0;0;0;1;0;0;0;0;1;0;0
C100903;1;0;1;0;1;0;1;0;0;0;0;0
C100904;1;1;0;0;1;0;0;0;0;0;0;0
C100905;1;0;0;0;0;0;1;1;0;1;0;0
C100906;1;0;0;1;1;0;1;0;0;0;0;0
C100907;1;1;1;0;1;0;0;0;0;0;0;1
C100908;0;1;0;1;0;0;0;0;0;0;0;0
C100909;0;0;0;0;1;0;0;0;0;1;0;0
C100910;1;0;0;0;0;0;1;0;1;0;0;0
C100911;1;1;0;0;0;0;0;0;0;0;0;0
C100912;1;0;0;0;1;0;0;0;0;0;0;0
C100913;1;1;0;1;0;0;0;1;0;1;0;0
C100914;1;0;0;0;1;0;0;0;0;0;1;0
C100915;1;1;0;0;0;0;0;0;0;0;0;0
C100916;1;1;0;0;1;0;0;0;0;0;0;1
C100917;1;0;0;0;1;0;1;1;1;0;0;0
C100918;1;0;0;0;0;0;1;0;0;0;1;0
C100919;1;0;0;0;0;0;0;0;0;0;0;0
C100920;1;1;1;1;0;0;0;0;0;0;0;0
C100921;1;0;0;0;0;0;0;0;0;0;1;1
C100922;1;1;0;0;1;0;0;1;0;0;1;1
C100923;1;1;0;1;1;1;0;0;0;0;0;0
C100924;1;1;0;0;1;0;0;0;0;0;0;0
C100925;1;1;0;1;0;0;0;0;0;0;0;0
C100926;1;1;0;0;1;0;1;1;0;0;1;0
C100927;1;0;0;0;0;0;0;0;0;0;0;0
C100928;1;1;0;0;1;0;0;1;0;0;0;1
C100929;1;1;1;0;1;0;0;0;0;0;0;0
C100930;1;1;0;1;1;0;0;1;1;0;0;1
C100931;1;1;0;0;0;0;0;1;1;0;0;1
C100932;1;1;0;1;0;0;0;0;0;0;0;0
C100933;1;0;0;0;0;0;0;1;0;0;1;0
C100934;1;0;0;0;1;0;0;0;0;1;0;1
C100935;1;0;0;0;0;0;0;1;0;0;0;0
C100936;1;0;0;0;1;0;0;0;0;1;0;0
C100937;1;1;1;0;0;0;0;0;0;0;1;1
C100938;1;1;0;0;0;0;0;0;0;0;0;0
C100939;1;1;1;0;1;0;0;0;0;0;0;0
C100940;1;1;0;0;0;0;0;1;1;0;1;0
C100941;0;0;0;0;0;0;0;0;0;0;1;0
C100942;1;1;0;1;1;1;0;0;0;0;0;0
C100943;1;1;0;0;0;0;1;1;1;0;0;1
C100944;1;1;0;0;1;0;1;0;0;0;0;0
C100945;1;1;0;0;1;0;1;0;0;1;0;1
C100946;1;1;0;0;1;0;1;0;0;0;1;0
C100947;1;1;0;0;1;0;0;0;0;0;0;1
C100948;1;1;0;1;0;0;0;0;1;0;0;0
C100949;1;1;0;0;1;1;0;0;0;0;0;1
C100950;1;1;0;0;0;0;0;0;0;0;0;0
C100951;1;1;0;0;1;1;1;0;0;1;0;1
C100952;1;1;0;0;0;0;1;0;1;0;0;0
C100953;1;0;0;0;0;0;1;0;0;0;0;1
C100954;1;1;0;0;0;0;0;0;0;1;0;0
C100955;1;1;0;0;1;0;0;0;0;0;0;0
C100956;1;0;0;0;1;1;1;0;0;0;1;0
C100957;1;1;0;0;1;0;0;0;0;0;0;1
C100958;1;0;0;0;0;1;1;0;0;0;0;1
C100959;1;0;0;0;0;0;0;0;1;0;0;0
C100960;1;1;0;1;1;0;0;0;0;0;0;0
C100961;1;1;0;0;1;0;0;1;0;0;0;0
C100962;1;1;0;1;0;0;0;0;0;0;1;0
C100963;1;1;0;1;1;0;0;0;0;0;0;0
C100964;1;1;0;0;0;1;1;0;0;0;0;0
C100965;1;1;0;1;0;1;0;0;0;0;0;0
C100966;1;1;1;0;0;1;0;0;1;0;0;0
C100967;0;1;0;0;1;0;0;0;0;0;1;1
C100968;1;1;0;1;1;0;0;0;0;0;1;0
C100969;1;1;0;1;0;0;0;0;0;0;1;1
C100970;1;1;1;0;0;0;0;0;0;0;0;0
C100971;0;0;0;0;1;0;1;0;0;1;0;0
C100972;1;1;0;0;1;0;0;1;0;0;0;0
C100973;1;1;0;0;0;0;1;1;1;0;0;0
C100974;1;0;0;0;0;0;1;1;0;0;0;0
C100975;1;1;1;1;0;0;0;1;1;0;0;0
C100976;1;1;0;0;0;0;0;0;0;0;0;0
C100977;0;1;0;0;1;0;1;0;0;0;0;1
C100978;1;1;0;0;1;0;0;0;0;0;0;0
C100979;1;1;1;0;0;0;0;0;0;0;1;0
C100980;1;1;0;1;0;0;1;0;0;0;0;1
C100981;1;1;0;0;1;0;0;1;0;0;0;0
C100982;1;0;0;0;1;0;0;1;0;0;0;0
C100983;1;1;1;0;0;0;0;0;0;0;0;0
C100984;1;1;0;0;1;0;0;0;0;0;0;0
C100985;1;0;0;0;1;0;0;0;1;0;0;0
C100986;1;1;0;1;0;0;0;1;0;0;1;0
C100987;1;0;0;0;0;0;0;0;0;0;1;0
C100988;1;1;0;0;0;0;0;0;0;0;0;0
C100989;1;0;0;1;1;0;1;0;1;0;0;0
C100990;1;1;1;0;0;0;0;0;0;1;0;0
C100991;0;0;0;1;0;0;0;0;1;0;0;0
